Sentence #,Word,POS
1244,absence,NN
1244,of,IN
1244,sixteen,CD
1244,16,CD
1244,day,NN
1244,128,CD
1244,hour,NN
1244,for,IN
1244,employee,NN
1244,on,IN
1244,work,NN
1244,schedule,NN
1244,other,JJ
1244,than,IN
1244,14732,CD
1244,or,CC
2668,lead,NN
1244,during,IN
1244,the,DT
1244,"2,080-hour",CD
1244,qualifying,NN
1244,period,NN
1244,and,CC
1244,during,IN
1244,each,DT
1244,subsequent,JJ
1244,"2,080-hour",CD
1244,annual,JJ
1244,period,NN
1244,shall,MD
1244,not,RB
1244,extend,VB
1244,the,DT
1244,step,NN
1244,advancement,NN
1244,date,NN
1245,the,DT
1245,step,NN
1245,advancement,NN
1245,date,NN
1245,shall,MD
1245,be,VB
1245,extended,VB
1245,one,CD
1245,working,VB
1245,day,NN
1245,for,IN
1245,each,DT
1245,working,VB
1245,day,NN
1245,absence,NN
1245,or,CC
1245,one,CD
1245,hour,NN
1245,for,IN
1245,each,DT
1245,hour,NN
1245,of,IN
1245,aggregated,VB
1245,uncompensated,JJ
1245,absence,NN
1245,in,IN
1245,excess,NN
1245,of,IN
1245,128,CD
1245,hour,NN
1245,employees,NN
1245,who,WP
1245,are,VB
1245,injured,VB
1245,on,IN
1245,duty,NN
1245,and,CC
1245,are,VB
1245,compensated,VB
1245,in,IN
1245,accordance,NN
1245,with,IN
1245,state,NN
1245,of,IN
1245,california,NN
1245,labor,NN
1245,code,NN
1245,division,NN
1245,iv,NN
1245,and,CC
1245,laac,NN
1245,division,NN
1245,article,NN
1245,shall,MD
1245,not,RB
1245,have,VB
1245,their,PRP$
1245,step,NN
1245,advancement,NN
1245,date,NN
1245,changed,VB
1245,due,JJ
1245,to,TO
1245,their,PRP$
1245,workers',PRP$
1245,compensation,NN
1245,status,NN
1246,d.,NN
1246,consecutive,JJ
1246,appointments,NN
1246,within,IN
1246,12,CD
1246,month,NN
1246,period,NN
1246,consecutive,JJ
1246,appointment,NN
1246,or,CC
1246,assignment,NN
1246,to,TO
1246,position,NN
1246,with,IN
1246,the,DT
1246,same,JJ
1246,top,JJ
1246,step,NN
1246,salary,NN
1246,rate,NN
1246,in,IN
1246,the,DT
1246,twelve,CD
1246,12,CD
1246,month,NN
1246,2080,CD
1246,hour,NN
1246,following,VB
1246,an,DT
1246,appointment,NN
1246,or,CC
1246,assignment,NN
1246,shall,MD
1246,be,VB
1246,treated,VB
1246,one,CD
1246,appointment,NN
1246,or,CC
1246,assignment,NN
1246,for,IN
1246,step,NN
1246,advancement,NN
1246,purpose,NN
1247,e.,NN
1247,appointments,NN
1247,to,TO
1247,new,JJ
1247,positions,NN
1247,with,IN
1247,the,DT
1247,same,JJ
1247,or,CC
1247,lower,JJ
1247,salary,NN
1247,range,NN
1247,an,DT
1247,employee,NN
1247,who,WP
1247,is,VB
1247,appointed,VB
1247,or,CC
1247,assigned,VB
1247,to,TO
1247,new,JJ
1247,position,NN
1247,on,IN
1247,the,DT
1247,same,JJ
1247,or,CC
1247,lower,JJ
1247,salary,NN
1247,range,NN
1247,shall,MD
1247,retain,VB
1247,the,DT
1247,step,NN
1247,advancement,NN
1247,date,NN
1247,established,VB
1247,for,IN
1247,the,DT
1247,former,JJ
1247,position,NN
1248,g.,NN
1248,promotional,JJ
1248,differential,NN
1248,notwithstanding,VB
1248,the,DT
1248,rate,NN
1248,provided,VB
1248,for,IN
1248,in,IN
1248,laac,NN
1248,section,NN
1248,4.91,CD
1248,effective,JJ
1248,december,NN
1248,13,CD
1248,2015,CD
1248,employee,NN
1248,who,WP
1248,receive,VB
1248,promotion,NN
1248,shall,MD
1248,be,VB
1248,moved,VB
1248,to,TO
1248,the,DT
1248,salary,NN
1248,step,NN
1248,that,WDT
1248,provides,VB
1248,minimum,JJ
1248,5.5,CD
1248,%,%
1248,increase,NN
1248,over,IN
1248,the,DT
1248,rate,NN
1248,received,VB
1248,in,IN
1248,the,DT
1248,former,JJ
1248,position,NN
1249,as,IN
1249,provided,VB
1249,in,IN
1249,laac,NN
1249,section,NN
1249,4.91,CD
1249,any,DT
1249,regularly,RB
1249,assigned,VB
1249,bonus,NN
1249,or,CC
1249,premium,JJ
1249,compensation,NN
1249,amount,NN
1249,shall,MD
1249,be,VB
1249,included,VB
1249,in,IN
1249,calculating,VB
1249,the,DT
1249,step,NN
1249,rate,NN
1249,for,IN
1249,the,DT
1249,former,JJ
1249,position,NN
1249,and,CC
1249,added,VB
1249,to,TO
1249,the,DT
1249,new,JJ
1249,salary,NN
1249,if,IN
1249,applicable,JJ
1249,after,IN
1249,determining,VB
1249,the,DT
1249,appropriate,JJ
1249,salary,NN
1249,step,NN
1249,rate,NN
1249,for,IN
1249,the,DT
1249,new,JJ
1249,position,NN
1250,article,NN
1250,6.2,CD
1250,overtime,JJ
1250,article,NN
1250,6.3,CD
1250,jury,NN
1250,service,NN
1250,article,NN
1250,6.4,CD
1250,subpoenaed,VB
1250,witness,NN
1250,compensation,NN
1250,article,NN
1250,6.5,CD
1250,standby,NN
1250,pay,NN
1250,article,NN
1250,6.6,CD
1250,mileage,NN
1250,article,NN
1250,6.7,CD
1250,call,NN
1250,back,RB
1250,pay,NN
1250,article,NN
1250,6.8,CD
1250,acting,VB
1250,pay,NN
1250,assignments,NN
1250,32,CD
1250,management,NN
1250,will,MD
1250,review,VB
1250,the,DT
1250,acting,JJ
1250,assignment,NN
1250,with,IN
1250,the,DT
1250,employee,NN
1251,at,IN
1251,that,DT
1251,time,NN
1251,the,DT
1251,employee,NN
1251,may,MD
1251,request,VB
1251,to,TO
1251,be,VB
1251,removed,VB
1251,from,IN
1251,the,DT
1251,acting,VB
1251,assignment,NN
1252,at,IN
1252,the,DT
1252,union's,PRP$
1252,request,NN
1252,management,NN
1252,will,MD
1252,provide,VB
1252,list,NN
1252,of,IN
1252,employee,NN
1252,in,IN
1252,acting,VB
1252,position,NN
1252,on,IN
1252,yearly,JJ
1252,basis,NN
1253,the,DT
1253,list,NN
1253,will,MD
1253,include,VB
1253,name,NN
1253,of,IN
1253,employee,NN
1253,date,NN
1253,of,IN
1253,appointment,NN
1253,to,TO
1253,acting,VB
1253,position,NN
1253,department,NN
1253,assigned,VB
1253,class,NN
1253,acting,VB
1253,class,NN
1253,*management,NN
1253,will,MD
1253,assign,VB
1253,higher,JJ
1253,level,NN
1253,duty,NN
1253,to,TO
1253,an,DT
1253,employee,NN
1253,who,WP
1253,meet,VB
1253,the,DT
1253,criterion,NN
1253,to,TO
1253,the,DT
1253,extent,NN
1253,practicable,NN
1254,d.,NN
1254,compensation,NN
1254,an,DT
1254,employee,NN
1254,qualifying,VB
1254,for,IN
1254,additional,JJ
1254,compensation,NN
1254,stated,VB
1254,above,IN
1254,shall,MD
1254,receive,VB
1254,salary,NN
1254,at,IN
1254,the,DT
1254,second,JJ
1254,premium,JJ
1254,level,NN
1254,5.5,CD
1254,%,%
1254,above,IN
1254,the,DT
1254,appropriate,JJ
1254,step,NN
1254,rate,NN
1254,of,IN
1254,the,DT
1254,salary,NN
1254,range,NN
1254,prescribed,VB
1254,for,IN
1254,his/her,PRP$
1254,class,NN
1254,for,IN
1254,each,DT
1254,day,NN
1254,on,IN
1254,duty,NN
1254,present,NN
1254,for,IN
1254,50,CD
1254,%,%
1254,or,CC
1254,more,RB
1254,of,IN
1254,the,DT
1254,work,NN
1254,day,NN
1254,in,IN
1254,an,DT
1254,acting,JJ
1254,assignment,NN
1255,however,RB
1255,the,DT
1255,maximum,JJ
1255,pay,NN
1255,rate,NN
1255,for,IN
1255,such,JJ
1255,duty,NN
1255,shall,MD
1255,be,VB
1255,limited,VB
1255,to,TO
1255,the,DT
1255,top,JJ
1255,step,NN
1255,of,IN
1255,the,DT
1255,salary,NN
1255,range,NN
1255,that,WDT
1255,has,VB
1255,been,VB
1255,established,VB
1255,compensation,NN
1255,for,IN
1255,the,DT
1255,higher,JJ
1255,level,NN
1255,position,NN
1255,to,TO
1255,which,WDT
1255,the,DT
1255,employee,NN
1255,has,VB
1255,been,VB
1255,assigned,VB
1256,article,NN
1256,6.9,CD
330,leave,VB
1256,assignment,NN
1256,pay,NN
1256,non-supervisory,JJ
1256,employee,NN
1256,employee,NN
1256,whose,WP$
1256,classification,NN
1256,or,CC
1256,pay,VB
1256,grade,NN
1256,description,NN
1256,does,VB
1256,not,RB
1256,include,VB
1256,supervisory,JJ
1256,duty,NN
1256,who,WP
1256,are,VB
1256,designated,VB
1256,and,CC
1256,assigned,VB
1256,by,IN
1256,management,NN
1256,to,TO
1256,act,VB
330,leave,NN
1256,worker,NN
1256,over,IN
1256,other,JJ
1256,employee,NN
1256,either,RB
1256,on,IN
1256,regularly,RB
1256,assigned,VB
1256,or,CC
1256,on,IN
1256,daily,JJ
1256,basis,NN
1256,shall,MD
1256,receive,VB
1256,compensation,NN
1256,at,IN
1256,the,DT
1256,second,JJ
1256,premium,JJ
1256,level,NN
1256,rate,NN
1256,5.5,CD
1256,%,%
1256,above,IN
1256,the,DT
1256,appropriate,JJ
1256,step,NN
1256,of,IN
1256,the,DT
1256,salary,NN
1256,range,NN
1256,or,CC
1256,flat,JJ
1256,rate,NN
1256,prescribed,VB
1256,for,IN
1256,the,DT
1256,class,NN
1256,while,IN
1256,so,RB
1256,assigned,JJ
1257,the,DT
1257,designation,NN
1257,redesignation,NN
1257,or,CC
1257,removal,NN
1257,of,IN
332,leave,VB
1257,assignment,NN
1257,shall,MD
1257,be,VB
1257,management,NN
1257,prerogative,JJ
1257,and,CC
1257,may,MD
1257,occur,VB
1257,any,DT
1257,time,NN
1257,management,NN
1257,deems,VB
1257,it,PRP
1257,appropriate,JJ
1258,such,JJ
1258,management,NN
1258,decision,NN
1258,shall,MD
1258,be,VB
1258,final,JJ
1258,and,CC
1258,conclusive,JJ
1258,and,CC
1258,shall,MD
1258,not,RB
1258,be,VB
1258,subject,JJ
1258,to,TO
1258,the,DT
1258,grievance,NN
1258,procedure,NN
1258,herein,RB
1259,nothing,NN
1259,in,IN
1259,this,DT
1259,section,NN
1259,however,RB
1259,is,VB
1259,intended,VB
1259,to,TO
1259,deny,VB
1259,the,DT
1259,premium,JJ
1259,payment,NN
1259,specified,VB
1259,herein,RB
1259,to,TO
1259,an,DT
1259,employee,NN
1259,who,WP
1259,has,VB
1259,been,VB
1259,assigned,VB
1259,has,VB
1259,qualified,JJ
1259,and,CC
1259,has,VB
1259,performed,VB
1259,the,DT
332,leave,VB
1259,assignment,NN
1259,in,IN
1259,accordance,NN
1259,with,IN
1259,the,DT
1259,provision,NN
1259,of,IN
1259,this,DT
1259,article,NN
1260,article,NN
1260,6.1,CD
1260,disturbance,NN
1260,calls,VB
1260,whenever,WRB
1260,an,DT
1260,employee,NN
1260,is,VB
1260,contacted,VB
1260,while,IN
1260,on,IN
1260,off-duty,JJ
1260,status,NN
1260,by,IN
1260,the,DT
1260,department/city,NN
1260,to,TO
1260,furnish,VB
1260,information,NN
1260,or,CC
1260,take,VB
1260,action,NN
1260,needed,VB
1260,to,TO
1260,maintain,VB
1260,the,DT
1260,continuity,NN
1260,of,IN
1260,city,NN
1260,business,NN
1260,without,IN
1260,the,DT
1260,necessity,NN
1260,of,IN
1260,having,VB
1260,to,TO
1260,personally,RB
1260,report,VB
1260,for,IN
1260,duty,NN
1260,such,JJ
1260,employee,NN
1260,shall,MD
1260,receive,VB
1260,minimum,NN
1260,of,IN
1260,one,CD
1260,hour,NN
1260,of,IN
1260,compensation,NN
1260,at,IN
1260,the,DT
1260,overtime,JJ
1260,rate,NN
1260,of,IN
1260,time,NN
1260,and,CC
1260,one-half,CD
1260,1½,CD
1260,in,IN
1260,cash,NN
1260,for,IN
1260,each,DT
1260,such,JJ
1260,incident,NN
1261,work,NN
1261,in,IN
1261,excess,NN
1261,of,IN
1261,one,CD
1261,hour,NN
1261,shall,MD
1261,be,VB
1261,treated,VB
1261,27,CD
1261,but,CC
1261,not,RB
1261,limited,JJ
1261,to,TO
1261,decision,NN
1261,regarding,VB
1261,staffing,VB
1261,requirement,NN
1261,and,CC
1261,the,DT
1261,use,NN
1261,of,IN
1261,overtime,NN
1262,b.,JJ
1262,non-emergency,NN
1262,overtime,NN
1262,whenever,WRB
1262,management,NN
1262,deems,VB
1262,it,PRP
1262,necessary,JJ
1262,to,TO
1262,perform,VB
1262,non-emergency,NN
1262,work,NN
1262,on,IN
1262,an,DT
1262,overtime,JJ
1262,basis,NN
1262,employee,NN
1262,required,VB
1262,to,TO
1262,work,VB
1262,will,MD
1262,be,VB
1262,given,VB
1262,at,IN
2273,leave,VB
1262,forty-eight,CD
1262,48,CD
1262,hours',PRP$
1262,notice,NN
1263,c.,NN
1263,work,NN
1263,schedules,NN
1263,pursuant,NN
1263,to,TO
1263,the,DT
1263,fair,JJ
1263,labor,NN
1263,standards,NN
1263,act,NN
1263,flsa,NN
1263,employee,NN
1263,shall,MD
1263,have,VB
1263,fixed,VB
1263,workweek,NN
1263,that,IN
1263,consists,VB
1263,of,IN
1263,regular,JJ
1263,recurring,VB
1263,period,NN
1263,of,IN
1263,one,CD
1263,hundred,CD
1263,and,CC
1263,sixty-eight,CD
1263,168,CD
1263,consecutive,JJ
1263,hour,NN
1263,seven,CD
1263,24-hour,CD
1263,period,NN
1263,which,WDT
1263,can,MD
1263,begin,VB
1263,and,CC
1263,end,VB
1263,on,IN
1263,any,DT
1263,day,NN
1263,of,IN
1263,the,DT
1263,week,NN
1263,and,CC
1263,at,IN
1263,any,DT
1263,time,NN
1263,of,IN
1263,the,DT
1263,day,NN
1264,the,DT
1264,designated,JJ
1264,workweek,NN
1264,for,IN
1264,an,DT
1264,employee,NN
1264,may,MD
1264,be,VB
1264,changed,VB
1264,only,RB
1264,if,IN
1264,the,DT
1264,change,NN
1264,is,VB
1264,intended,VB
1264,to,TO
1264,be,VB
1264,permanent,JJ
1264,and,CC
1264,not,RB
1264,designed,VB
1264,to,TO
1264,evade,VB
1264,overtime,JJ
1264,requirement,NN
1264,of,IN
1264,the,DT
1264,flsa,NN
1265,management,NN
1265,may,MD
1265,assign,VB
1265,employee,NN
1265,to,TO
1265,work,VB
1265,five/forty,RB
1265,four/ten,CD
1265,nine/eighty,CD
1265,or,CC
1265,other,JJ
1265,work,NN
1265,schedule,NN
1266,employees,NN
1266,may,MD
1266,request,VB
1266,to,TO
1266,be,VB
1266,placed,VB
1266,on,IN
1266,an,DT
1266,available,JJ
1266,alternative,JJ
1266,scheduled,VB
1267,management,NN
1267,shall,MD
1267,have,VB
1267,the,DT
1267,right,NN
1267,to,TO
1267,refuse,VB
1267,an,DT
1267,employee's,PRP$
1267,request,NN
1267,to,TO
1267,work,VB
1267,four/ten,CD
1267,nine/eighty,CD
1267,or,CC
1267,other,JJ
1267,modified,JJ
1267,work,NN
1267,schedule,NN
1267,and,CC
1267,to,TO
1267,require,VB
1267,the,DT
1267,reversion,NN
1267,to,TO
1267,five/forty,VB
1267,work,NN
1267,schedule,NN
1267,providing,VB
1267,that,IN
1267,the,DT
1267,exercise,NN
1267,of,IN
1267,such,JJ
1267,right,NN
1267,is,VB
1267,not,RB
1267,arbitrary,JJ
1267,capricious,JJ
1267,or,CC
1267,discriminatory,JJ
1268,the,DT
1268,party,NN
1268,further,JJ
1268,agree,VB
1268,that,WDT
1268,management,NN
1268,may,MD
1268,require,VB
1268,employee,NN
1268,to,TO
1268,change,VB
1268,their,PRP$
1268,work,NN
1268,schedule,NN
1268,change,NN
1268,day,NN
1268,off,IN
1268,except,IN
1268,the,DT
1268,split,NN
1268,day,NN
1268,or,CC
1268,working,VB
1268,hour,NN
1268,within,IN
1268,the,DT
1268,same,JJ
1268,flsa,NN
1268,workweek,NN
1269,employees,NN
1269,on,IN
1269,nine/eighty,CD
1269,modified,VB
1269,work,NN
1269,schedule,NN
1269,shall,MD
1269,have,VB
1269,designated,VB
1269,regular,JJ
1269,day,NN
1269,off,IN
1269,also,RB
1269,known,VB
1269,the,DT
1269,nine-eighty,CD
1269,ﬁ9/80ﬂ,NN
1269,day,NN
1269,off,IN
1269,which,WDT
1269,shall,MD
1269,remain,VB
1269,fixed,JJ
1270,temporary,JJ
1270,change,NN
1270,to,TO
1270,the,DT
1270,designated,JJ
1270,29465,CD
1270,day,NN
1270,off,IN
1270,at,IN
1270,the,DT
1270,request,NN
1270,of,IN
1270,management,NN
1270,or,CC
1270,the,DT
1270,employee,NN
1270,are,VB
1270,prohibited,VB
1270,unless,IN
1270,it,PRP
1270,is,VB
1270,intended,VB
1270,for,IN
1270,the,DT
1270,employee,NN
1270,to,TO
1270,work,VB
1270,additional,JJ
1270,hour,NN
1270,overtime,NN
1270,d.,NN
1270,assignment,NN
1270,of,IN
1270,overtime,JJ
1270,management,NN
1270,will,MD
1270,assign,VB
1270,overtime,JJ
1270,work,NN
1270,equitably,RB
1270,possible,JJ
1270,among,IN
1270,all,DT
1270,qualified,VB
1270,employee,NN
1270,in,IN
1270,the,DT
1270,same,JJ
1270,classification,NN
1270,in,IN
1270,the,DT
1270,same,JJ
1270,organizational,JJ
1270,unit,NN
1270,and,CC
1270,work,NN
1270,location,NN
1271,however,RB
1271,management,NN
1271,may,MD
1271,consider,VB
1271,special,JJ
1271,skill,NN
1271,required,VB
1271,to,TO
1271,perform,VB
1271,particular,JJ
1271,work,NN
1271,provided,VB
1271,such,JJ
1271,consideration,NN
1271,is,VB
1271,not,RB
1271,arbitrary,JJ
1271,capricious,JJ
1271,or,CC
1271,discriminatory,JJ
1272,the,DT
1272,party,NN
1272,understand,NN
1272,that,IN
1272,no,DT
1272,employee,NN
1272,shall,MD
1272,work,VB
1272,overtime,JJ
1272,without,IN
1272,prior,JJ
1272,approval,NN
1272,from,IN
1272,his,PRP$
1272,or,CC
1272,her,PRP$
1272,supervisor,NN
1272,and,CC
1272,that,IN
1272,unofficial,JJ
1272,overtime,NN
1272,white,JJ
1272,time,NN
1272,is,VB
1272,absolutely,RB
1272,prohibited,VB
1273,flsa,NN
1273,non-exempt,JJ
1273,employee,NN
1273,may,MD
1273,not,RB
1273,work,VB
1273,outside,IN
1273,of,IN
1273,scheduled,JJ
1273,working,VB
1273,hour,NN
1273,or,CC
1273,during,IN
1273,unpaid,JJ
1273,meal,JJ
1273,period,NN
1273,without,IN
1273,the,DT
1273,prior,JJ
1273,approval,NN
1273,of,IN
1273,supervisor,NN
1273,consistent,JJ
1273,with,IN
1273,department,NN
1273,policy,NN
1274,failure,NN
1274,to,TO
1274,secure,VB
1274,prior,JJ
1274,approval,NN
1274,may,MD
1274,result,VB
1274,in,IN
1274,discipline,NN
1274,28,CD
1274,e.,NN
1274,rate,NN
1274,and,CC
1274,method,NN
1274,of,IN
1274,overtime,JJ
1274,compensation,NN
1274,flsa,NN
1274,non-exempt,JJ
1274,employees,NN
1274,compensation,NN
1274,for,IN
1274,overtime,JJ
1274,shall,MD
1274,be,VB
1274,for,IN
1274,all,DT
1274,hour,NN
1274,worked,VB
1274,in,IN
1274,excess,NN
1274,of,IN
1274,forty,CD
1274,40,CD
1274,hour,NN
1274,in,IN
1274,workweek,NN
1274,including,VB
1274,all,DT
1274,absence,NN
1274,with,IN
1274,pay,NN
1274,authorized,VB
1274,by,IN
1274,law,NN
1275,overtime,JJ
1275,compensation,NN
1275,for,IN
1275,all,DT
1275,employee,NN
1275,in,IN
1275,this,DT
1275,unit,NN
1275,shall,MD
1275,be,VB
1275,in,IN
1275,time,NN
1275,off,RP
1275,at,IN
1275,the,DT
1275,rate,NN
1275,of,IN
1275,one,CD
1275,and,CC
1275,one-half,CD
1275,hour,NN
1275,for,IN
1275,each,DT
1275,hour,NN
1275,of,IN
1275,overtime,NN
1275,worked,VB
1275,or,CC
1275,in,IN
1275,cash,NN
1275,at,IN
1275,one,CD
1275,and,CC
1275,one-half,CD
1275,time,NN
1275,the,DT
1275,employee's,PRP$
1275,regular,JJ
1275,rate,NN
1275,of,IN
1275,pay,NN
1275,at,IN
1275,the,DT
1275,discretion,NN
1275,of,IN
1275,management,NN
1276,f.,NN
1276,compensated,VB
1276,time,NN
1276,off,IN
1276,employees,NN
1276,shall,MD
1276,be,VB
1276,permitted,VB
1276,to,TO
1276,accumulate,VB
1276,up,RP
1276,to,TO
1276,eighty,CD
1276,80,CD
1276,hour,NN
1276,of,IN
1276,compensated,JJ
1276,time,NN
1276,and,CC
1276,take,VB
1276,such,JJ
1276,accumulated,JJ
1276,time,NN
1276,off,RP
1276,for,IN
1276,overtime,NN
1276,worked,VB
1276,upon,IN
1276,request,NN
1276,unless,IN
1276,granting,VB
1276,of,IN
1276,such,JJ
1276,time,NN
1276,would,MD
1276,unduly,RB
1276,disrupting,VB
1276,the,DT
1276,operation,NN
1276,of,IN
1276,the,DT
1276,city,NN
1276,department,NN
1277,this,DT
1277,standard,JJ
1277,does,VB
1277,not,RB
1277,apply,VB
1277,to,TO
1277,non-flsa,JJ
1277,overtime,NN
1277,i.e,RB
1277,overtime,NN
1277,earned,VB
1277,pursuant,NN
1277,to,TO
1277,this,DT
1277,agreement,NN
1277,that,WDT
1277,does,VB
1277,not,RB
1277,meet,VB
1277,the,DT
1277,flsa,NN
1277,definition,NN
1277,of,IN
1277,overtime,NN
1277,on,IN
1277,occasion,NN
1277,employee,NN
1277,may,MD
1277,accumulate,VB
1277,hour,NN
1277,in,IN
1277,excess,NN
1277,of,IN
1277,eighty,CD
1277,80,CD
1277,hour,NN
1277,for,IN
1277,temporary,JJ
1277,period,NN
1277,of,IN
1277,time,NN
1278,if,IN
1278,an,DT
1278,employee,NN
1278,does,VB
1278,not,RB
1278,schedule,NN
1278,and,CC
1278,take,VB
1278,time,NN
1278,off,RP
1278,over,IN
1278,eighty,CD
1278,80,CD
1278,hour,NN
1278,for,IN
1278,overtime,JJ
1278,prior,JJ
1278,to,TO
1278,the,DT
1278,end,NN
1278,of,IN
1278,the,DT
1278,fiscal,JJ
1278,year,NN
1278,in,IN
1278,which,WDT
1278,the,DT
1278,overtime,NN
1278,was,VB
1278,worked,VB
1278,management,NN
1278,may,MD
1278,require,VB
1278,employee,NN
1278,to,TO
1278,use,VB
1278,accumulated,JJ
1278,overtime,NN
1278,that,WDT
1278,exceeds,VB
1278,eighty,CD
1278,80,CD
1278,hour,NN
1278,prior,JJ
1278,to,TO
1278,the,DT
1278,end,NN
1278,of,IN
1278,the,DT
1278,fiscal,JJ
1278,year,NN
1278,require,VB
1278,employee,NN
1278,to,TO
1278,use,VB
1278,such,JJ
1278,time,NN
1278,in,IN
1278,lieu,NN
1278,of,IN
1278,vacation,NN
1278,or,CC
1278,other,JJ
2007,length,NN
1278,time,NN
1278,or,CC
1278,authorize,VB
1278,cash,NN
1278,payment,NN
1279,in,IN
1279,the,DT
1279,event,NN
1279,sufficient,NN
1279,fund,NN
1279,are,VB
1279,not,RB
1279,available,JJ
1279,to,TO
1279,provide,VB
1279,cash,NN
1279,compensation,NN
1279,for,IN
1279,all,DT
1279,or,CC
1279,portion,NN
1279,of,IN
1279,the,DT
1279,hour,NN
1279,in,IN
1279,excess,NN
1279,of,IN
1279,eighty,CD
1279,80,CD
1279,management,NN
1279,may,MD
1279,extend,VB
1279,the,DT
1279,time,NN
1279,limit,NN
1279,for,IN
1279,period,NN
1279,not,RB
1279,to,TO
1279,exceed,VB
1279,one,CD
1279,year,NN
1280,in,IN
1280,accordance,NN
1280,with,IN
1280,flsa,NN
1280,no,DT
1280,employee,NN
1280,shall,MD
1280,lose,VB
1280,accumulated,JJ
1280,time,NN
1280,off,RP
1281,under,IN
1281,no,DT
1281,circumstance,NN
1281,shall,MD
1281,compensated,VB
1281,time,NN
1281,off,RP
1281,in,IN
1281,excess,NN
1281,of,IN
1281,two,CD
1281,hundred,CD
1281,and,CC
1281,forty,CD
1281,240,CD
1281,hour,NN
1281,be,VB
1281,accumulated,VB
1282,g.,NN
1282,1040/2080,CD
1282,plan,NN
1282,management,NN
1282,reserve,VB
1282,the,DT
1282,right,NN
1282,to,TO
1282,develop,VB
1282,26,CD
1282,week/1040,NN
1282,or,CC
1282,52,CD
1282,week/2080,NN
1282,hour,NN
1282,work,NN
1282,period,NN
1282,under,IN
1282,flsa,NN
1282,section,NN
1282,29,CD
1282,u.s.c,NN
1283,section,NN
1283,207,CD
1283,and,CC
1283,during,IN
1283,the,DT
1283,term,NN
1283,of,IN
1283,this,DT
1283,mou,NN
1283,for,IN
1283,the,DT
1283,purpose,NN
1283,of,IN
1283,increasing,VB
1283,scheduling,VB
1283,flexibility,NN
1284,implementation,NN
1284,of,IN
1284,this,DT
1284,work,NN
1284,schedule,NN
1284,is,VB
1284,subject,JJ
1284,to,TO
1284,agreement,NN
1284,by,IN
1284,the,DT
1284,party,NN
1284,and,CC
1284,certification,NN
1284,of,IN
1284,the,DT
1284,union,NN
1284,bona,NN
1284,fide,NN
1284,by,IN
1284,the,DT
1284,erb,NN
1285,article,NN
1285,5.2,CD
1285,overtime,JJ
1285,meal,NN
1285,allowance,NN
1285,whenever,WRB
1285,an,DT
1285,employee,NN
1285,is,VB
1285,held,VB
1285,over,IN
1285,from,IN
1285,scheduled,JJ
1285,work,NN
1285,shift,NN
1285,and,CC
1285,is,VB
1285,required,VB
1285,to,TO
1285,work,VB
1285,more,RB
1285,than,IN
1285,four,CD
1285,hour,NN
1285,on,IN
1285,an,DT
1285,unscheduled,JJ
1285,overtime,NN
1285,work,NN
1285,shift,VB
1285,the,DT
1285,employee,NN
1285,shall,MD
1285,be,VB
1285,paid,VB
1285,an,DT
1285,overtime,JJ
1285,meal,NN
1285,allowance,NN
1285,of,IN
1285,ten,CD
1285,dollar,NN
1285,$,$
1285,10,CD
1285,non-pensionable,JJ
1285,29,CD
1285,article,NN
1285,5.3,CD
1285,call,NN
1285,back,RB
1285,pay,VB
1285,whenever,WRB
1285,management,NN
1285,order,NN
1285,an,DT
1285,employee,NN
1285,to,TO
1285,return,VB
1285,to,TO
1285,duty,NN
1285,following,VB
1285,the,DT
1285,termination,NN
1285,of,IN
1285,his/her,PRP$
1285,work,NN
1285,shift,NN
1285,and,CC
1285,departure,NN
1285,from,IN
1285,his/her,PRP$
1285,work,NN
1285,location,NN
1285,the,DT
1285,employee,NN
1285,shall,MD
1285,receive,VB
1285,minimum,JJ
1285,payment,NN
1285,equivalent,NN
1285,to,TO
1285,four,CD
1285,hour,NN
1285,of,IN
1285,work,NN
1285,at,IN
1285,the,DT
1285,rate,NN
1285,of,IN
1285,time,NN
1285,and,CC
1285,one-half,CD
1285,1.5,CD
1285,the,DT
1285,employee,NN
1285,'s,PRP$
1285,regular,JJ
1285,rate,NN
1285,of,IN
1285,pay,NN
1286,non-pensionable,JJ
1286,b.,NN
1286,compensated,VB
1286,time,NN
1286,shall,MD
1286,begin,VB
1286,at,IN
1286,the,DT
1286,time,NN
1286,the,DT
1286,employee,NN
1286,is,VB
1286,called,VB
1286,out,RP
1286,and,CC
1286,end,VB
1286,upon,IN
1286,completion,NN
1286,of,IN
1286,the,DT
1286,job,NN
1287,this,DT
1287,compensated,JJ
1287,time,NN
1287,includes,VB
1287,maximum,NN
1287,of,IN
1287,one,CD
1287,hour,NN
1287,travel,NN
1287,time,NN
1287,to,TO
1287,the,DT
1287,job,NN
1287,location,NN
1288,article,NN
1288,5.4,CD
1288,acting,VB
1288,pay,NN
1288,assignment,NN
1288,effective,JJ
1288,july,NN
1288,2015,CD
1288,time,NN
1288,served,VB
1288,in,IN
1288,the,DT
1288,following,VB
1288,higher,JJ
1288,level,NN
1288,assignment,NN
1288,shall,MD
1288,be,VB
1288,credited,VB
1288,qualifying,VB
1288,experience,NN
1288,for,IN
1288,promotional,JJ
1288,purpose,NN
1289,absence,NN
1289,at,IN
1289,higher,JJ
1289,level,NN
1289,position,NN
1289,whenever,WRB
1289,management,NN
1289,assigns,VB
