,Sentence #,Word,POS
65269,1557.0,is,VBZ
65270,1557.0,notified,VBN
65271,1557.0,or,CC
65272,1557.0,when,WRB
65273,1557.0,it,PRP
65274,1557.0,is,VBZ
65275,1557.0,determined,VBN
65276,1557.0,that,IN
65277,1557.0,returning,VBG
65278,1557.0,to,TO
65279,1557.0,the,DT
65280,1557.0,work,NN
65281,1557.0,location,NN
65282,1557.0,is,VBZ
65283,1557.0,required,VBN
65284,1558.0,remote,JJ
65285,1558.0,access,NN
65286,1558.0,whenever,WRB
65287,1558.0,an,DT
65288,1558.0,employee,NN
65289,1558.0,is,VBZ
65290,1558.0,required,VBN
65291,1558.0,to,TO
65292,1558.0,perform,VB
65293,1558.0,job-related,JJ
65294,1558.0,task,NN
65295,1558.0,either,CC
65296,1558.0,remotely,RB
65297,1558.0,or,CC
65298,1558.0,off-site,JJ
65299,1558.0,or,CC
65300,1558.0,to,TO
65301,1558.0,troubleshoot,VB
65302,1558.0,the,DT
65303,1558.0,employee,NN
65304,1558.0,shall,MD
65305,1558.0,receive,VB
65306,1558.0,compensation,NN
65307,1558.0,of,IN
65308,1558.0,no,DT
65309,1558.0,le,NN
65310,1558.0,than,IN
65311,1558.0,one,CD
65312,1558.0,hour,NN
65313,1558.0,at,IN
65314,1558.0,the,DT
65315,1558.0,appropriate,JJ
65316,1558.0,hourly,JJ
65317,1558.0,rate,NN
65318,1559.0,if,IN
65319,1559.0,the,DT
65320,1559.0,remote,JJ
65321,1559.0,task,NN
65322,1559.0,exceed,VBP
65323,1559.0,one,CD
65324,1559.0,hour,NN
65325,1559.0,in,IN
65326,1559.0,duration,NN
65327,1559.0,the,DT
65328,1559.0,employee,NN
65329,1559.0,shall,MD
65330,1559.0,be,VB
65331,1559.0,compensated,VBN
65332,1559.0,for,IN
65333,1559.0,each,DT
65334,1559.0,such,JJ
65335,1559.0,hour,NN
65336,1559.0,at,IN
65337,1559.0,the,DT
65338,1559.0,appropriate,JJ
65339,1559.0,hourly,JJ
65340,1559.0,rate,NN
65341,1560.0,if,IN
65342,1560.0,the,DT
65343,1560.0,employee,NN
65344,1560.0,is,VBZ
65345,1560.0,scheduled,VBN
65346,1560.0,to,TO
65347,1560.0,be,VB
65348,1560.0,on,IN
65349,1560.0,call/standby,JJ
65350,1560.0,30,CD
65351,1560.0,then,RB
65352,1560.0,such,JJ
65353,1560.0,compensation,NN
65354,1560.0,will,MD
65355,1560.0,be,VB
65356,1560.0,in,IN
65357,1560.0,addition,NN
65358,1560.0,to,TO
65359,1560.0,the,DT
65360,1560.0,compensation,NN
65361,1560.0,outlined,VBN
65362,1560.0,in,IN
65363,1560.0,the,DT
65364,1560.0,on,IN
65365,1560.0,call/standby,NN
65366,1560.0,compensation,NN
65367,1560.0,article,NN
65368,1561.0,article,NN
65369,1561.0,5.4,CD
65370,1561.0,acting,VBG
65371,1561.0,pay,NN
65372,1561.0,assignment,NN
65373,1561.0,effective,JJ
65374,1561.0,july,NN
65375,1561.0,2015,CD
65376,1561.0,time,NN
65377,1561.0,served,VBN
65378,1561.0,in,IN
65379,1561.0,the,DT
65380,1561.0,following,VBG
65381,1561.0,higher,JJR
65382,1561.0,level,NN
65383,1561.0,assignment,NN
65384,1561.0,shall,MD
65385,1561.0,be,VB
65386,1561.0,credited,VBN
65387,1561.0,qualifying,VBG
65388,1561.0,experience,NN
65389,1561.0,for,IN
65390,1561.0,promotional,JJ
65391,1561.0,purpose,NN
65392,1562.0,absence,NN
65393,1562.0,at,IN
65394,1562.0,higher,JJR
65395,1562.0,level,NN
65396,1562.0,position,NN
65397,1562.0,whenever,WRB
65398,1562.0,management,NN
65399,1562.0,assigns,VBZ
65400,1562.0,an,DT
65401,1562.0,employee,NN
65402,1562.0,to,TO
65403,1562.0,perform,VB
65404,1562.0,the,DT
65405,1562.0,duty,NN
65406,1562.0,of,IN
65407,1562.0,higher,JJR
65408,1562.0,level,NN
65409,1562.0,position,NN
65410,1562.0,in,IN
65411,1562.0,class,NN
65412,1562.0,for,IN
65413,1562.0,which,WDT
65414,1562.0,the,DT
65415,1562.0,duty,NN
65416,1562.0,and,CC
65417,1562.0,responsibility,NN
65418,1562.0,of,IN
65419,1562.0,the,DT
65420,1562.0,current,JJ
65421,1562.0,class,NN
65422,1562.0,would,MD
65423,1562.0,provide,VB
65424,1562.0,qualifying,VBG
65425,1562.0,experience,NN
65426,1562.0,for,IN
65427,1562.0,the,DT
65428,1562.0,higher,JJR
65429,1562.0,level,NN
65430,1562.0,class*,NNS
65431,1562.0,due,JJ
65432,1562.0,to,TO
65433,1562.0,the,DT
65434,1562.0,temporary,JJ
65435,1562.0,absence,NN
65436,1562.0,of,IN
65437,1562.0,the,DT
65438,1562.0,higher,JJR
65439,1562.0,level,NN
65440,1562.0,incumbent,NN
65441,1562.0,such,JJ
65442,1562.0,employee,NN
65443,1562.0,shall,MD
65444,1562.0,become,VB
65445,1562.0,eligible,JJ
65446,1562.0,for,IN
65447,1562.0,additional,JJ
65448,1562.0,compensation,NN
65449,1562.0,upon,IN
65450,1562.0,completion,NN
65451,1562.0,of,IN
65452,1562.0,qualifying,VBG
65453,1562.0,period,NN
65454,1562.0,of,IN
65455,1562.0,ten,JJ
65456,1562.0,10,CD
65457,1562.0,consecutive,JJ
65458,1562.0,working,VBG
65459,1562.0,day,NN
65460,1562.0,in,IN
65461,1562.0,such,JJ
65462,1562.0,assignment,NN
65463,1562.0,at,IN
65464,1562.0,his/her,JJR
65465,1562.0,regular,JJ
65466,1562.0,rate,NN
65467,1562.0,of,IN
65468,1562.0,compensation,NN
65469,1563.0,management,NN
65470,1563.0,shall,MD
65471,1563.0,not,RB
65472,1563.0,divide,VB
65473,1563.0,or,CC
65474,1563.0,alternate,VB
65475,1563.0,the,DT
65476,1563.0,assignment,NN
65477,1563.0,of,IN
65478,1563.0,higher,JJR
65479,1563.0,level,NN
65480,1563.0,duty,NN
65481,1563.0,during,IN
65482,1563.0,the,DT
65483,1563.0,qualifying,JJ
65484,1563.0,period,NN
65485,1564.0,such,JJ
65486,1564.0,additional,JJ
65487,1564.0,compensation,NN
65488,1564.0,shall,MD
65489,1564.0,begin,VB
65490,1564.0,on,IN
65491,1564.0,the,DT
65492,1564.0,11th,CD
65493,1564.0,consecutive,JJ
65494,1564.0,working,VBG
65495,1564.0,day,NN
65496,1564.0,in,IN
65497,1564.0,such,JJ
65498,1564.0,assignment,NN
65499,1565.0,for,IN
65500,1565.0,employee,NN
65501,1565.0,assigned,VBN
65502,1565.0,to,TO
65503,1565.0,modified,VBN
65504,1565.0,work,NN
65505,1565.0,schedule,NN
65506,1565.0,such,JJ
65507,1565.0,9/80,CD
65508,1565.0,or,CC
65509,1565.0,4/10,CD
65510,1565.0,compensation,NN
65511,1565.0,shall,MD
65512,1565.0,begin,VB
65513,1565.0,on,IN
65514,1565.0,the,DT
65515,1565.0,next,JJ
65516,1565.0,day,NN
65517,1565.0,following,VBG
65518,1565.0,the,DT
65519,1565.0,completion,NN
65520,1565.0,of,IN
65521,1565.0,80,CD
65522,1565.0,consecutive,JJ
65523,1565.0,hour,NN
65524,1565.0,of,IN
65525,1565.0,assignment,NN
65526,1566.0,approved,VBN
65527,1566.0,leave,JJ
65528,1566.0,time,NN
65529,1566.0,off,RP
65530,1566.0,taken,VBN
65531,1566.0,during,IN
65532,1566.0,qualifying,VBG
65533,1566.0,period,NN
65534,1566.0,shall,MD
65535,1566.0,extend,VB
65536,1566.0,the,DT
65537,1566.0,10-day,JJ
65538,1566.0,or,CC
65539,1566.0,80,CD
65540,1566.0,hour,NN
65541,1566.0,qualifying,VBG
65542,1566.0,period,NN
65543,1566.0,by,IN
65544,1566.0,the,DT
65545,1566.0,length,NN
65546,1566.0,of,IN
65547,1566.0,absence,NN
65548,1567.0,all,DT
65549,1567.0,other,JJ
65550,1567.0,absence,NN
65551,1567.0,shall,MD
65552,1567.0,constitute,VB
65553,1567.0,disqualifying,VBG
65554,1567.0,break,NN
65555,1567.0,in,IN
65556,1567.0,the,DT
65557,1567.0,qualifying,JJ
65558,1567.0,period,NN
65559,1567.0,requirement,NN
65560,1567.0,necessitating,VBG
65561,1567.0,the,DT
65562,1567.0,initiation,NN
65563,1567.0,and,CC
65564,1567.0,completion,NN
65565,1567.0,of,IN
65566,1567.0,new,JJ
65567,1567.0,qualifying,VBG
65568,1567.0,period,NN
65569,1568.0,each,DT
65570,1568.0,subsequent,JJ
65571,1568.0,acting,VBG
65572,1568.0,assignment,NN
65573,1568.0,following,VBG
65574,1568.0,the,DT
65575,1568.0,employee™s,JJ
65576,1568.0,return,NN
65577,1568.0,to,TO
65578,1568.0,his/her,VB
65579,1568.0,regular,JJ
65580,1568.0,assignment,NN
65581,1568.0,shall,MD
65582,1568.0,not,RB
65583,1568.0,require,VB
65584,1568.0,completion,NN
65585,1568.0,of,IN
65586,1568.0,new,JJ
65587,1568.0,qualifying,VBG
65588,1568.0,period,NN
65589,1569.0,vacant,NN
65590,1569.0,higher,JJR
65591,1569.0,level,NN
65592,1569.0,position,NN
65593,1569.0,whenever,WRB
65594,1569.0,management,NN
65595,1569.0,assigns,VBZ
65596,1569.0,an,DT
65597,1569.0,employee,NN
65598,1569.0,on,IN
65599,1569.0,temporary,JJ
65600,1569.0,basis,NN
65601,1569.0,to,TO
65602,1569.0,perform,VB
65603,1569.0,the,DT
65604,1569.0,duty,NN
65605,1569.0,of,IN
65606,1569.0,vacant,JJ
65607,1569.0,higher,JJR
65608,1569.0,level,NN
65609,1569.0,position,NN
65610,1569.0,in,IN
65611,1569.0,class,NN
65612,1569.0,for,IN
65613,1569.0,which,WDT
65614,1569.0,the,DT
65615,1569.0,duty,NN
65616,1569.0,and,CC
65617,1569.0,responsibility,NN
65618,1569.0,of,IN
65619,1569.0,the,DT
65620,1569.0,current,JJ
65621,1569.0,class,NN
65622,1569.0,would,MD
65623,1569.0,provide,VB
65624,1569.0,qualifying,VBG
65625,1569.0,experience,NN
65626,1569.0,for,IN
65627,1569.0,the,DT
65628,1569.0,higher,JJR
65629,1569.0,level,NN
65630,1569.0,class*,NNS
65631,1569.0,such,JJ
65632,1569.0,employee,NN
65633,1569.0,shall,MD
65634,1569.0,become,VB
65635,1569.0,eligible,JJ
65636,1569.0,for,IN
65637,1569.0,additional,JJ
65638,1569.0,compensation,NN
65639,1569.0,on,IN
65640,1569.0,the,DT
65641,1569.0,first,JJ
65642,1569.0,day,NN
65643,1569.0,of,IN
65644,1569.0,said,VBD
65645,1569.0,assignment,NN
65646,1570.0,c.,NN
65647,1570.0,status,NN
65648,1570.0,review,NN
65649,1570.0,acting,VBG
65650,1570.0,pay,NN
65651,1570.0,is,VBZ
65652,1570.0,not,RB
65653,1570.0,intended,VBN
65654,1570.0,compensation,NN
65655,1570.0,for,IN
65656,1570.0,long-term,JJ
65657,1570.0,out-of-class,JJ
65658,1570.0,assignment,NN
65659,1570.0,and,CC
65660,1570.0,effective,JJ
65661,1570.0,december,NN
65662,1570.0,13,CD
65663,1570.0,2015,CD
65664,1570.0,shall,MD
65665,1570.0,not,RB
65666,1570.0,extend,VB
65667,1570.0,past,IN
65668,1570.0,one,CD
65669,1570.0,year,NN
65670,1571.0,when,WRB
65671,1571.0,an,DT
65672,1571.0,employee,NN
65673,1571.0,ha,NN
65674,1571.0,filled,VBD
65675,1571.0,an,DT
65676,1571.0,acting,JJ
65677,1571.0,assignment,NN
65678,1571.0,for,IN
65679,1571.0,period,NN
65680,1571.0,of,IN
65681,1571.0,three,CD
65682,1571.0,month,NN
65683,1571.0,management,NN
65684,1571.0,will,MD
65685,1571.0,review,VB
65686,1571.0,the,DT
65687,1571.0,status,NN
65688,1571.0,of,IN
65689,1571.0,the,DT
65690,1571.0,vacancy,NN
65691,1571.0,to,TO
65692,1571.0,determine,VB
65693,1571.0,when,WRB
65694,1571.0,the,DT
65695,1571.0,vacancy,NN
65696,1571.0,can,MD
65697,1571.0,be,VB
65698,1571.0,filled,VBN
65699,1571.0,through,IN
65700,1571.0,appropriate,JJ
65701,1571.0,measure,NN
65702,1572.0,upon,IN
65703,1572.0,request,JJS
65704,1572.0,31,CD
65705,1572.0,management,NN
65706,1572.0,will,MD
65707,1572.0,review,VB
65708,1572.0,the,DT
65709,1572.0,acting,JJ
65710,1572.0,assignment,NN
65711,1572.0,with,IN
65712,1572.0,the,DT
65713,1572.0,employee,NN
65714,1573.0,at,IN
65715,1573.0,that,DT
65716,1573.0,time,NN
65717,1573.0,the,DT
65718,1573.0,employee,NN
65719,1573.0,may,MD
65720,1573.0,request,VB
65721,1573.0,to,TO
65722,1573.0,be,VB
65723,1573.0,removed,VBN
65724,1573.0,from,IN
65725,1573.0,the,DT
65726,1573.0,acting,VBG
65727,1573.0,assignment,NN
65728,1574.0,at,IN
65729,1574.0,the,DT
65730,1574.0,union™s,JJ
65731,1574.0,request,NN
65732,1574.0,management,NN
65733,1574.0,will,MD
65734,1574.0,provide,VB
65735,1574.0,list,NN
65736,1574.0,of,IN
65737,1574.0,employee,NN
65738,1574.0,in,IN
65739,1574.0,acting,VBG
65740,1574.0,position,NN
65741,1574.0,on,IN
65742,1574.0,yearly,JJ
65743,1574.0,basis,NN
65744,1575.0,the,DT
65745,1575.0,list,NN
65746,1575.0,will,MD
65747,1575.0,include,VB
65748,1575.0,name,NN
65749,1575.0,of,IN
65750,1575.0,employee,NN
65751,1575.0,date,NN
65752,1575.0,of,IN
65753,1575.0,appointment,NN
65754,1575.0,to,TO
65755,1575.0,acting,VBG
65756,1575.0,position,NN
65757,1575.0,department,NN
65758,1575.0,assigned,VBD
65759,1575.0,class,NN
65760,1575.0,acting,VBG
65761,1575.0,class,NN
65762,1576.0,d.,NN
65763,1576.0,compensation,NN
65764,1576.0,an,DT
65765,1576.0,employee,NN
65766,1576.0,qualifying,VBG
65767,1576.0,for,IN
65768,1576.0,additional,JJ
65769,1576.0,compensation,NN
65770,1576.0,stated,VBN
65771,1576.0,above,IN
65772,1576.0,shall,MD
65773,1576.0,receive,VB
65774,1576.0,salary,NN
65775,1576.0,at,IN
65776,1576.0,two,CD
65777,1576.0,premium,JJ
65778,1576.0,level,NN
65779,1576.0,above,IN
65780,1576.0,the,DT
65781,1576.0,appropriate,JJ
65782,1576.0,step,NN
65783,1576.0,on,IN
65784,1576.0,the,DT
65785,1576.0,salary,JJ
65786,1576.0,range,NN
65787,1576.0,prescribed,VBN
65788,1576.0,for,IN
65789,1576.0,his/her,JJR
65790,1576.0,class,NN
65791,1576.0,for,IN
65792,1576.0,each,DT
65793,1576.0,day,NN
65794,1576.0,on,IN
65795,1576.0,duty,NN
65796,1576.0,present,NN
65797,1576.0,for,IN
65798,1576.0,50,CD
65799,1576.0,%,NN
65800,1576.0,or,CC
65801,1576.0,more,JJR
65802,1576.0,of,IN
65803,1576.0,the,DT
65804,1576.0,work,NN
65805,1576.0,day,NN
65806,1576.0,in,IN
65807,1576.0,an,DT
65808,1576.0,acting,JJ
65809,1576.0,assignment,NN
65810,1577.0,however,RB
65811,1577.0,the,DT
65812,1577.0,maximum,JJ
65813,1577.0,pay,NN
65814,1577.0,rate,NN
65815,1577.0,for,IN
65816,1577.0,such,JJ
65817,1577.0,duty,NN
65818,1577.0,shall,MD
65819,1577.0,be,VB
65820,1577.0,limited,VBN
65821,1577.0,to,TO
65822,1577.0,the,DT
65823,1577.0,top,JJ
65824,1577.0,step,NN
65825,1577.0,of,IN
65826,1577.0,the,DT
65827,1577.0,salary,JJ
65828,1577.0,range,NN
65829,1577.0,that,WDT
65830,1577.0,ha,VBZ
65831,1577.0,been,VBN
65832,1577.0,established,VBN
65833,1577.0,compensation,NN
65834,1577.0,for,IN
65835,1577.0,the,DT
65836,1577.0,higher,JJR
65837,1577.0,level,NN
65838,1577.0,position,NN
65839,1577.0,to,TO
65840,1577.0,which,WDT
65841,1577.0,the,DT
65842,1577.0,employee,NN
65843,1577.0,ha,NN
65844,1577.0,been,VBN
65845,1577.0,assigned,VBN
65846,1577.0,*management,NN
65847,1577.0,will,MD
65848,1577.0,assign,VB
65849,1577.0,higher,JJR
65850,1577.0,level,NN
65851,1577.0,duty,NN
65852,1577.0,to,TO
65853,1577.0,an,DT
65854,1577.0,employee,NN
65855,1577.0,who,WP
65856,1577.0,meet,VBZ
65857,1577.0,the,DT
65858,1577.0,criterion,NN
65859,1577.0,to,TO
65860,1577.0,the,DT
65861,1577.0,extent,NN
65862,1577.0,practicable,NN
65863,1578.0,article,NN
65864,1578.0,5.5,CD
65865,1578.0,out-of-class,JJ
65866,1578.0,assignments,NNS
65867,1578.0,definition,NN
65868,1578.0,it,PRP
65869,1578.0,is,VBZ
65870,1578.0,the,DT
65871,1578.0,intent,NN
65872,1578.0,of,IN
65873,1578.0,management,NN
65874,1578.0,to,TO
65875,1578.0,avoid,VB
65876,1578.0,working,VBG
65877,1578.0,an,DT
65878,1578.0,employee,NN
65879,1578.0,on,IN
65880,1578.0,an,DT
65881,1578.0,out-of-class,JJ
65882,1578.0,assignment,NN
65883,1579.0,an,DT
65884,1579.0,out-of-class,JJ
65885,1579.0,assignment,NN
65886,1579.0,is,VBZ
65887,1579.0,defined,VBN
65888,1579.0,any,DT
65889,1579.0,assignment,JJ
65890,1579.0,requiring,VBG
65891,1579.0,substantial,JJ
65892,1579.0,work,NN
65893,1579.0,in,IN
65894,1579.0,higher,JJR
65895,1579.0,level,NN
65896,1579.0,position,NN
65897,1579.0,which,WDT
65898,1579.0,is,VBZ
65899,1579.0,not,RB
65900,1579.0,usually,RB
65901,1579.0,included,VBN
65902,1579.0,within,IN
65903,1579.0,the,DT
65904,1579.0,scope,NN
65905,1579.0,of,IN
65906,1579.0,the,DT
65907,1579.0,duty,NN
65908,1579.0,and,CC
65909,1579.0,responsibility,NN
65910,1579.0,defined,VBN
65911,1579.0,by,IN
65912,1579.0,the,DT
65913,1579.0,class,NN
65914,1579.0,specification,NN
65915,1579.0,for,IN
65916,1579.0,the,DT
65917,1579.0,class,NN
65918,1579.0,to,TO
65919,1579.0,which,WDT
65920,1579.0,the,DT
65921,1579.0,assigned,VBN
65922,1579.0,employee™s,NN
65923,1579.0,regular,JJ
65924,1579.0,position,NN
65925,1579.0,is,VBZ
65926,1579.0,allocated,VBN
65927,1580.0,b.,NN
65928,1580.0,waivers,NNS
65929,1580.0,and,CC
65930,1580.0,exceptions,NNS
65931,1580.0,nothing,NN
65932,1580.0,in,IN
65933,1580.0,this,DT
65934,1580.0,article,NN
65935,1580.0,shall,MD
65936,1580.0,be,VB
65937,1580.0,construed,VBN
65938,1580.0,limiting,VBG
65939,1580.0,management™s,JJ
65940,1580.0,authority,NN
65941,1580.0,to,TO
65942,1580.0,make,VB
65943,1580.0,temporary,JJ
65944,1580.0,assignment,NN
65945,1580.0,of,IN
65946,1580.0,qualified,JJ
65947,1580.0,personnel,NNS
65948,1580.0,during,IN
65949,1580.0,emergency,NN
65950,1580.0,or,CC
65951,1580.0,unusual,JJ
65952,1580.0,operating,NN
65953,1580.0,condition,NN
65954,1581.0,however,RB
65955,1581.0,such,JJ
65956,1581.0,assignment,JJ
65957,1581.0,shall,MD
65958,1581.0,not,RB
65959,1581.0,be,VB
65960,1581.0,extended,VBN
65961,1581.0,beyond,IN
65962,1581.0,the,DT
65963,1581.0,period,NN
65964,1581.0,of,IN
65965,1581.0,emergency,NN
65966,1581.0,or,CC
65967,1581.0,unusual,JJ
65968,1581.0,operating,NN
65969,1581.0,condition,NN
65970,1582.0,whenever,WRB
65971,1582.0,an,DT
65972,1582.0,employee,NN
65973,1582.0,performs,NNS
65974,1582.0,duty,NN
65975,1582.0,outside,IN
65976,1582.0,of,IN
65977,1582.0,the,DT
65978,1582.0,normal,JJ
65979,1582.0,duty,NN
65980,1582.0,of,IN
65981,1582.0,his/her,JJR
65982,1582.0,position,NN
65983,1582.0,for,IN
65984,1582.0,the,DT
65985,1582.0,purpose,NN
65986,1582.0,of,IN
65987,1582.0,training,NN
65988,1582.0,or,CC
65989,1582.0,providing,VBG
65990,1582.0,experience,NN
65991,1582.0,written,VBN
65992,1582.0,confirmation,NN
65993,1582.0,of,IN
65994,1582.0,such,JJ
65995,1582.0,performance,NN
65996,1582.0,will,MD
65997,1582.0,be,VB
65998,1582.0,placed,VBN
65999,1582.0,in,IN
66000,1582.0,the,DT
66001,1582.0,employee™s,JJ
66002,1582.0,personnel,NNS
66003,1582.0,file,VBP
66004,1582.0,upon,IN
66005,1582.0,request,NN
66006,1582.0,by,IN
66007,1582.0,the,DT
66008,1582.0,employee,NN
66009,1583.0,management,NN
66010,1583.0,shall,MD
66011,1583.0,designate,VB
66012,1583.0,knowledgeable,JJ
66013,1583.0,person,NN
66014,1583.0,to,TO
66015,1583.0,supervise,VB
66016,1583.0,said,VBD
66017,1583.0,training,NN
66018,1583.0,or,CC
66019,1583.0,experience,NN
66020,1584.0,32,CD
66021,1584.0,c.,JJ
66022,1584.0,rate,NN
66023,1584.0,of,IN
66024,1584.0,pay,NN
66025,1584.0,an,DT
66026,1584.0,employee,NN
66027,1584.0,temporarily,RB
66028,1584.0,assigned,VBD
66029,1584.0,higher,JJR
66030,1584.0,level,NN
66031,1584.0,duty,NN
66032,1584.0,under,IN
66033,1584.0,the,DT
66034,1584.0,provision,NN
66035,1584.0,of,IN
66036,1584.0,section,NN
66037,1584.0,il,NN
66038,1584.0,will,MD
66039,1584.0,continue,VB
66040,1584.0,to,TO
66041,1584.0,receive,VB
66042,1584.0,the,DT
66043,1584.0,rate,NN
66044,1584.0,of,IN
66045,1584.0,pay,NN
66046,1584.0,for,IN
66047,1584.0,his/her,JJR
66048,1584.0,regular,JJ
66049,1584.0,classification,NN
66050,1584.0,and,CC
66051,1584.0,pay,VB
66052,1584.0,grade,NN
66053,1584.0,unless,IN
66054,1584.0,or,CC
66055,1584.0,until,IN
66056,1584.0,he,PRP
66057,1584.0,ha,VBD
66058,1584.0,been,VBN
66059,1584.0,appointed,VBN
66060,1584.0,to,TO
66061,1584.0,higher,JJR
66062,1584.0,classification,NN
66063,1584.0,or,CC
66064,1584.0,pay,VB
66065,1584.0,grade,NN
66066,1584.0,except,IN
66067,1584.0,provided,VBN
66068,1584.0,in,IN
66069,1584.0,article,NN
66070,1584.0,5.4,CD
66071,1584.0,acting,VBG
66072,1584.0,pay,NN
66073,1584.0,assignment,NN
66074,1585.0,in,IN
66075,1585.0,the,DT
66076,1585.0,event,NN
66077,1585.0,that,WDT
66078,1585.0,said,VBD
66079,1585.0,assignment,JJ
66080,1585.0,exceeds,NNS
66081,1585.0,thirty,VBP
66082,1585.0,30,CD
66083,1585.0,consecutive,JJ
66084,1585.0,calendar,NN
66085,1585.0,day,NN
66086,1585.0,management,NN
66087,1585.0,will,MD
66088,1585.0,initiate,VB
66089,1585.0,request,NN
66090,1585.0,to,TO
66091,1585.0,provide,VB
66092,1585.0,the,DT
66093,1585.0,higher,JJR
66094,1585.0,level,NN
66095,1585.0,position,NN
66096,1585.0,authority,NN
66097,1585.0,or,CC
66098,1585.0,initiate,VB
66099,1585.0,action,NN
66100,1585.0,to,TO
66101,1585.0,appoint,VB
66102,1585.0,qualified,JJ
66103,1585.0,employee,NN
66104,1585.0,to,TO
66105,1585.0,said,VBD
66106,1585.0,position,NN
66107,1586.0,article,NN
66108,1586.0,5.6,CD
66109,1586.0,mileage,NN
66110,1586.0,each,DT
66111,1586.0,employee,NN
66112,1586.0,that,WDT
66113,1586.0,is,VBZ
66114,1586.0,authorized,VBN
66115,1586.0,to,TO
66116,1586.0,use,VB
66117,1586.0,his/her,PRP$
66118,1586.0,own,JJ
66119,1586.0,vehicle,NN
66120,1586.0,pursuant,NN
66121,1586.0,to,TO
66122,1586.0,division,NN
66123,1586.0,chapter,NN
66124,1586.0,article,NN
66125,1586.0,of,IN
66126,1586.0,laac,NN
66127,1586.0,in,IN
66128,1586.0,the,DT
66129,1586.0,performance,NN
66130,1586.0,of,IN
66131,1586.0,his/her,NN
66132,1586.0,duty,NN
66133,1586.0,shall,MD
66134,1586.0,be,VB
66135,1586.0,reimbursed,VBN
66136,1586.0,for,IN
66137,1586.0,transportation,NN
66138,1586.0,expense,NN
66139,1586.0,for,IN
66140,1586.0,all,DT
66141,1586.0,mile,NN
66142,1586.0,traveled,VBN
66143,1586.0,in,IN
66144,1586.0,any,DT
66145,1586.0,biweekly,JJ
66146,1586.0,period,NN
66147,1586.0,in,IN
66148,1586.0,addition,NN
66149,1586.0,to,TO
66150,1586.0,any,DT
66151,1586.0,and,CC
66152,1586.0,all,DT
66153,1586.0,salary,JJ
66154,1586.0,and,CC
66155,1586.0,other,JJ
66156,1586.0,compensation,NN
66157,1586.0,otherwise,RB
66158,1586.0,provided,VBN
66159,1586.0,for,IN
66160,1586.0,by,IN
66161,1586.0,law,NN
66162,1586.0,at,IN
66163,1586.0,an,DT
66164,1586.0,amount,NN
66165,1586.0,equal,JJ
66166,1586.0,to,TO
66167,1586.0,the,DT
66168,1586.0,annual,JJ
66169,1586.0,standard,NN
66170,1586.0,car,NN
66171,1586.0,mileage,NN
66172,1586.0,allowance,NN
66173,1586.0,determined,VBN
66174,1586.0,by,IN
66175,1586.0,the,DT
66176,1586.0,internal,JJ
66177,1586.0,revenue,NN
66178,1586.0,service,NN
66179,1586.0,irs,VBZ
66180,1586.0,the,DT
66181,1586.0,cao,NN
66182,1586.0,shall,MD
66183,1586.0,certify,VB
66184,1586.0,to,TO
66185,1586.0,the,DT
66186,1586.0,controller,NN
66187,1586.0,appropriate,JJ
66188,1586.0,change,NN
66189,1586.0,if,IN
66190,1586.0,required,VBN
66191,1586.0,to,TO
66192,1586.0,become,VB
66193,1586.0,effective,JJ
66194,1586.0,at,IN
66195,1586.0,the,DT
66196,1586.0,beginning,NN
66197,1586.0,of,IN
66198,1586.0,the,DT
66199,1586.0,first,JJ
66200,1586.0,full,JJ
66201,1586.0,pay,NN
66202,1586.0,period,NN
66203,1586.0,in,IN
66204,1586.0,which,WDT
66205,1586.0,the,DT
66206,1586.0,irs,NNS
66207,1586.0,reimbursement,NN
66208,1586.0,rate,NN
66209,1586.0,change,NN
66210,1586.0,is,VBZ
66211,1586.0,effective,JJ
66212,1587.0,notwithstanding,VBG
66213,1587.0,section,NN
66214,1587.0,4.231,CD
66215,1587.0,of,IN
66216,1587.0,the,DT
66217,1587.0,laac,NN
66218,1587.0,employee,NN
66219,1587.0,authorized,VBN
66220,1587.0,to,TO
66221,1587.0,use,VB
66222,1587.0,their,PRP$
66223,1587.0,personal,JJ
66224,1587.0,vehicle,NN
66225,1587.0,pursuant,NN
66226,1587.0,to,TO
66227,1587.0,section,NN
66228,1587.0,4.229,CD
66229,1587.0,of,IN
66230,1587.0,the,DT
66231,1587.0,laac,NN
66232,1587.0,who,WP
66233,1587.0,are,VBP
66234,1587.0,required,VBN
66235,1587.0,by,IN
66236,1587.0,management,NN
66237,1587.0,to,TO
66238,1587.0,bring,VB
66239,1587.0,the,DT
66240,1587.0,vehicle,NN
66241,1587.0,to,TO
66242,1587.0,work,VB
66243,1587.0,shall,MD
66244,1587.0,receive,VB
66245,1587.0,minimum,JJ
66246,1587.0,payment,NN
66247,1587.0,of,IN
66248,1587.0,10,CD
66249,1587.0,mile,JJ
66250,1587.0,per,IN
66251,1587.0,day,NN
66252,1587.0,regardless,NN
66253,1587.0,of,IN
66254,1587.0,whether,IN
66255,1587.0,the,DT
66256,1587.0,vehicle,NN
66257,1587.0,is,VBZ
66258,1587.0,driven,VBN
66259,1587.0,for,IN
66260,1587.0,city,NN
66261,1587.0,business,NN
66262,1588.0,article,NN
66263,1588.0,5.7,CD
66264,1588.0,early,JJ
66265,1588.0,report,NN
66266,1588.0,pay,VBP
66267,1588.0,regularly,RB
66268,1588.0,assigned,VBN
